*EVAPOTRANSPIRATION / PHOTOSYNTHESIS DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:29:39

*RUN   1        : Radiance                  CRGRO048 UFBA1401    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1401 SR 2014 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  1   : Radiance                  CRGRO048
  
@YEAR DOY   DAS    LI%D   PHAD   PHAN    LI%N   SLLN   SLHN   N%LN   N%HN   LMLN   LMHN   TGON   TGAV
 2017 310    37   14.64   4.51    0.27  14.30   6.26   6.19   4.46   4.43   5.34   5.28  26.79  23.66
 2017 311    38   14.90   6.02    0.34  13.65   6.16   6.08   4.45   4.42   5.22   5.16  27.08  22.72
 2017 312    39   15.72   6.35    0.36  14.41   6.09   6.01   4.45   4.42   5.19   5.12  26.85  22.29
 2017 313    40   16.58   6.31    0.36  15.41   6.04   5.95   4.45   4.42   5.09   5.01  27.51  22.71
 2017 314    41   18.36   2.69    0.17  18.36   5.99   5.90   4.45   4.41   5.58   5.49  20.89  18.98
 2017 315    42   17.97   6.70    0.39  16.85   5.89   5.79   4.42   4.38   5.10   5.01  25.73  21.01
 2017 316    43   19.72   3.55    0.23  19.72   5.87   5.77   4.46   4.42   5.29   5.20  23.14  21.68
 2017 317    44   19.48   6.82    0.40  18.46   5.76   5.66   4.44   4.39   4.93   4.83  26.60  23.21
 2017 318    45   20.27   7.67    0.45  18.90   5.71   5.60   4.46   4.41   5.02   4.91  24.83  21.17
 2017 319    46   21.13   8.83    0.50  19.21   5.67   5.55   4.45   4.40   5.12   5.00  23.08  18.68
 2017 320    47   21.98   8.48    0.50  20.50   5.70   5.57   4.46   4.40   5.18   5.06  22.66  19.07
 2017 321    48   22.75   9.31    0.54  20.81   5.69   5.56   4.45   4.39   5.15   5.02  22.93  17.95
 2017 322    49   23.52   9.28    0.54  21.70   5.73   5.59   4.45   4.40   5.12   4.99  23.76  18.35
 2017 323    50   24.64   7.80    0.48  24.00   5.77   5.62   4.45   4.39   5.12   4.98  24.21  19.08
 2017 324    51   24.86   9.87    0.59  22.90   5.77   5.62   4.45   4.38   5.10   4.96  21.97  15.63
 2017 325    52   26.75   4.68    0.30  26.75   5.82   5.66   4.46   4.39   5.36   5.20  21.75  18.84
 2017 326    53   26.18   9.00    0.55  24.99   5.77   5.61   4.43   4.36   5.06   4.91  24.93  20.85
 2017 327    54   27.97   5.14    0.34  27.97   5.74   5.57   4.45   4.38   5.18   5.02  23.13  21.38
 2017 328    55   28.55   5.41    0.35  28.55   5.67   5.50   4.43   4.36   5.34   5.16  20.11  18.33
 2017 329    56   27.84  11.19    0.67  25.62   5.62   5.44   4.42   4.35   5.17   4.99  21.47  16.19
 2017 330    57   28.56  10.86    0.66  26.72   5.67   5.49   4.45   4.37   5.22   5.04  21.74  17.40
 2017 331    58   29.20  11.01    0.67  27.36   5.70   5.51   4.45   4.37   5.23   5.04  21.86  16.58
 2017 332    59   29.82  10.95    0.66  27.90   5.74   5.54   4.45   4.37   4.97   4.79  25.78  21.05
 2017 333    60   30.58  10.76    0.65  28.90   5.73   5.53   4.45   4.36   4.96   4.76  25.92  22.23
 2017 334    61   31.28  11.30    0.68  29.44   5.70   5.48   4.45   4.36   4.99   4.78  25.17  21.07
 2017 335    62   31.96  11.92    0.72  29.89   5.68   5.46   4.45   4.35   5.00   4.79  24.79  19.92
 2017 336    63   32.70  11.68    0.71  30.86   5.70   5.46   4.45   4.35   4.98   4.76  25.17  19.80
 2017 337    64   34.01   9.80    0.63  33.38   5.71   5.47   4.45   4.35   5.04   4.81  24.60  19.94
 2017 338    65   34.35  10.59    0.67  33.46   5.70   5.45   4.44   4.34   5.09   4.85  23.90  20.05
 2017 339    66   34.39  12.51    0.76  32.29   5.68   5.43   4.44   4.34   4.94   4.70  25.55  21.29
 2017 340    67   35.26  11.84    0.73  33.69   5.67   5.41   4.45   4.34   4.93   4.68  25.63  21.05
 2017 341    68   37.06   8.07    0.53  36.94   5.67   5.39   4.44   4.33   5.01   4.75  24.40  21.52
 2017 342    69   37.23   9.39    0.61  36.86   5.62   5.35   4.43   4.31   4.80   4.54  26.72  23.41
 2017 343    70   38.27   3.99    0.27  38.27   5.59   5.31   4.43   4.31   4.52   4.27  18.20  12.95
 2017 344    71   37.05  11.92    0.79  34.37   5.59   5.30   4.43   4.31   2.44   2.31  12.25   7.87
 2017 345    72   37.40  12.15    0.82  34.73   5.68   5.39   4.46   4.34   2.80   2.64  14.21   8.83
 2017 346    73   38.00  12.73    0.82  36.32   5.76   5.46   4.47   4.34   4.14   3.91  18.16  11.91
 2017 347    74   38.10  13.71    0.88  35.45   5.80   5.49   4.47   4.34   3.29   3.11  14.53   9.65
 2017 348    75   39.18  11.92    0.79  38.20   5.88   5.57   4.48   4.35   4.33   4.08  18.91  12.26
 2017 349    76   39.25  13.26    0.84  37.79   5.91   5.59   4.48   4.35   5.46   5.14  21.46  17.12
 2017 350    77   39.36  14.44    0.90  37.28   5.92   5.59   4.48   4.34   5.47   5.14  21.57  16.92
 2017 351    78   39.85  14.21    0.88  37.85   5.94   5.60   4.48   4.34   5.32   5.00  23.63  18.45
 2017 352    79   40.36  13.87    0.86  38.48   5.95   5.60   4.48   4.34   5.18   4.86  25.51  21.11
 2017 353    80   40.87  13.80    0.86  39.08   5.94   5.58   4.48   4.33   5.13   4.80  25.96  21.61
 2017 354    81   41.79  13.04    0.83  40.66   5.93   5.56   4.48   4.32   5.30   4.95  23.77  19.93
 2017 355    82   42.48  12.38    0.80  41.65   5.92   5.55   4.48   4.32   5.23   4.88  24.51  21.20
 2017 356    83   42.72  13.17    0.85  41.67   5.90   5.52   4.47   4.31   5.31   4.94  23.35  19.48
 2017 357    84   43.16  13.23    0.85  42.16   5.90   5.51   4.47   4.31   5.32   4.94  23.18  19.04
 2017 358    85   42.96  14.71    0.92  41.19   5.90   5.51   4.47   4.31   5.24   4.87  24.15  19.47
 2017 359    86   43.12  15.90    1.00  41.02   5.91   5.51   4.48   4.31   5.52   5.12  20.67  16.83
 2017 360    87   45.14  10.73    0.71  44.94   5.93   5.53   4.48   4.32   5.53   5.13  20.79  16.18
 2017 361    88   43.97  14.81    0.93  42.35   5.94   5.53   4.48   4.31   5.29   4.90  23.97  19.33
 2017 362    89   44.64  14.23    0.91  43.50   5.94   5.53   4.48   4.31   5.46   5.05  21.91  18.61
 2017 363    90   45.88  11.61    0.77  45.63   5.94   5.53   4.48   4.30   4.85   4.49  17.00  14.46
 2017 364    91   45.02  14.87    0.96  43.80   5.96   5.54   4.48   4.30   4.71   4.35  17.37  12.73
 2017 365    92   44.54  16.44    1.05  42.36   5.99   5.57   4.49   4.32   4.82   4.46  18.74  12.92
 2018 001    93   44.78  16.56    1.06  42.61   6.03   5.60   4.50   4.32   4.85   4.49  18.74  12.92

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:30:23

*RUN   5        : Brilliance                CRGRO048 UFBA1701    2
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1701 SR 2017 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  2   : Brilliance                CRGRO048
  
@YEAR DOY   DAS    LI%D   PHAD   PHAN    LI%N   SLLN   SLHN   N%LN   N%HN   LMLN   LMHN   TGON   TGAV
 2017 274     1    0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  30.90  27.29
 2017 275     2    0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  28.58  25.53
 2017 276     3    0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  27.48  24.85
 2017 277     4    0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  28.31  25.76
 2017 278     5    0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  27.04  24.94
 2017 279     6    0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  30.38  27.20
 2017 280     7    0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  31.77  28.76
 2017 281     8    0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  31.05  27.84
 2017 282     9    0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  31.76  27.99
 2017 283    10    0.33   0.16    0.01   0.30   7.29   7.27   4.59   4.58   7.44   7.42  31.43  27.80
 2017 284    11    4.36   1.63    0.09   4.18   7.27   7.25   4.58   4.57   7.62   7.60  29.98  26.29
 2017 285    12    4.33   1.77    0.10   4.05   7.26   7.24   4.57   4.56   7.70   7.68  29.23  24.88
 2017 286    13    4.67   1.64    0.09   4.50   7.24   7.22   4.56   4.55   7.61   7.59  29.77  26.47
 2017 287    14    4.84   1.65    0.10   4.68   7.22   7.21   4.55   4.54   7.68   7.66  29.11  25.71
 2017 288    15    4.85   1.71    0.10   4.63   7.21   7.19   4.54   4.53   7.51   7.49  30.31  26.35
 2017 289    16    4.68   1.94    0.11   4.27   7.19   7.17   4.53   4.52   7.50   7.48  30.26  26.41
 2017 290    17    5.46   1.07    0.07   5.46   7.18   7.16   4.52   4.51   8.13   8.11  25.22  23.39
 2017 291    18    5.22   1.73    0.10   5.04   7.15   7.13   4.50   4.50   7.77   7.75  27.79  24.39
 2017 292    19    5.13   1.98    0.11   4.72   7.10   7.08   4.50   4.49   7.59   7.57  28.83  24.78
 2017 293    20    5.29   2.02    0.11   4.87   7.05   7.03   4.49   4.48   7.60   7.57  28.34  24.88
 2017 294    21    5.86   2.03    0.12   5.54   6.89   6.87   4.49   4.48   7.40   7.38  28.54  24.74
 2017 295    22    6.52   1.92    0.11   6.35   6.74   6.71   4.48   4.47   7.06   7.03  29.99  26.30
 2017 296    23    7.12   1.76    0.11   7.06   6.63   6.60   4.48   4.47   6.99   6.97  29.57  26.40
 2017 297    24    7.37   2.25    0.13   7.19   6.52   6.49   4.47   4.46   7.41   7.38  25.04  21.29
 2017 298    25    7.48   3.48    0.19   6.78   6.37   6.34   4.46   4.45   7.71   7.67  19.82  15.31
 2017 299    26    7.99   3.81    0.21   7.20   6.42   6.39   4.48   4.47   7.72   7.69  20.29  15.20
 2017 300    27    8.55   3.87    0.21   7.76   6.47   6.44   4.48   4.47   7.48   7.44  23.89  18.29
 2017 301    28    9.85   1.82    0.11   9.85   6.48   6.44   4.47   4.46   7.48   7.44  23.96  19.94
 2017 302    29    9.59   4.24    0.24   8.82   6.36   6.32   4.45   4.43   6.75   6.70  17.23  13.52
 2017 303    30   10.12   4.81    0.27   9.10   6.43   6.39   4.49   4.47   6.73   6.69  17.85  12.94
 2017 304    31   10.74   4.97    0.28   9.70   6.51   6.46   4.49   4.47   7.41   7.36  20.89  14.65
 2017 305    32   11.46   4.74    0.27  10.66   6.56   6.51   4.49   4.47   7.59   7.53  23.84  18.77
 2017 306    33   12.10   5.23    0.29  11.07   6.52   6.47   4.48   4.45   7.36   7.30  25.45  20.08
 2017 307    34   13.09   4.67    0.28  12.56   6.49   6.43   4.47   4.45   7.28   7.21  25.89  21.48
 2017 308    35   13.62   5.70    0.32  12.54   6.38   6.32   4.46   4.44   7.14   7.07  26.02  21.51
 2017 309    36   14.45   6.12    0.35  13.28   6.31   6.24   4.47   4.44   7.16   7.08  25.08  20.50
 2017 310    37   15.75   4.96    0.30  15.38   6.26   6.18   4.46   4.43   6.91   6.83  26.79  23.66
 2017 311    38   16.07   6.71    0.38  14.72   6.15   6.07   4.46   4.42   6.76   6.67  27.08  22.72
 2017 312    39   16.99   7.09    0.40  15.57   6.08   5.99   4.46   4.42   6.71   6.61  26.85  22.29
 2017 313    40   17.95   7.05    0.41  16.69   6.03   5.94   4.46   4.42   6.58   6.48  27.51  22.71
 2017 314    41   19.88   2.94    0.19  19.88   5.98   5.88   4.46   4.42   7.22   7.09  20.89  18.98
 2017 315    42   19.49   7.48    0.44  18.27   5.88   5.78   4.43   4.38   6.60   6.48  25.73  21.01
 2017 316    43   21.39   3.90    0.25  21.39   5.86   5.75   4.46   4.42   6.85   6.71  23.14  21.68
 2017 317    44   21.15   7.62    0.46  20.05   5.75   5.64   4.44   4.40   6.38   6.24  26.60  23.21
 2017 318    45   22.04   8.60    0.51  20.55   5.70   5.58   4.46   4.41   6.49   6.35  24.83  21.17
 2017 319    46   23.00   9.99    0.58  20.92   5.66   5.53   4.46   4.41   6.62   6.46  23.08  18.68
 2017 320    47   23.94   9.53    0.57  22.33   5.69   5.56   4.46   4.41   6.70   6.53  22.66  19.07
 2017 321    48   24.77  10.52    0.61  22.68   5.69   5.54   4.46   4.40   6.67   6.49  22.93  17.95
 2017 322    49   25.59  10.46    0.62  23.65   5.73   5.58   4.46   4.40   6.64   6.45  23.76  18.35
 2017 323    50   26.83   8.69    0.54  26.13   5.77   5.61   4.46   4.40   6.64   6.44  24.21  19.08
 2017 324    51   27.03  11.17    0.67  24.94   5.77   5.60   4.46   4.39   6.61   6.41  21.97  15.63
 2017 325    52   29.07   5.15    0.34  29.07   5.82   5.65   4.47   4.40   6.94   6.73  21.75  18.84
 2017 326    53   28.41  10.02    0.61  27.13   5.78   5.60   4.44   4.37   6.57   6.36  24.93  20.85
 2017 327    54   30.26   5.62    0.37  30.26   5.75   5.57   4.46   4.38   6.72   6.50  23.13  21.38
 2017 328    55   30.80   5.90    0.39  30.80   5.69   5.50   4.44   4.36   6.94   6.69  20.11  18.33
 2017 329    56   30.01  12.55    0.75  27.65   5.64   5.45   4.43   4.35   6.73   6.48  21.47  16.19
 2017 330    57   30.79  12.09    0.73  28.82   5.69   5.50   4.46   4.38   6.79   6.54  21.74  17.40
 2017 331    58   31.47  12.26    0.75  29.50   5.72   5.52   4.46   4.37   6.80   6.54  21.86  16.58
 2017 332    59   32.14  12.17    0.73  30.09   5.76   5.55   4.46   4.37   6.47   6.21  25.78  21.05
 2017 333    60   32.94  11.91    0.73  31.15   5.75   5.53   4.46   4.37   6.45   6.18  25.92  22.23
 2017 334    61   33.68  12.52    0.76  31.71   5.72   5.49   4.46   4.36   6.49   6.21  25.17  21.07
 2017 335    62   34.38  13.24    0.80  32.17   5.70   5.46   4.46   4.36   6.51   6.21  24.79  19.92
 2017 336    63   35.14  12.92    0.79  33.18   5.72   5.47   4.46   4.36   6.48   6.18  25.17  19.80
 2017 337    64   36.46  10.70    0.69  35.80   5.73   5.47   4.46   4.35   6.56   6.24  24.60  19.94
 2017 338    65   36.79  11.57    0.74  35.84   5.72   5.46   4.46   4.35   6.61   6.29  23.90  20.05
 2017 339    66   36.83  13.81    0.84  34.59   5.70   5.43   4.46   4.34   6.43   6.10  25.55  21.29
 2017 340    67   37.70  12.98    0.81  36.02   5.69   5.41   4.46   4.34   6.41   6.07  25.63  21.05
 2017 341    68   39.48   8.69    0.57  39.35   5.69   5.40   4.46   4.34   6.52   6.17  24.40  21.52
 2017 342    69   39.59  10.13    0.66  39.20   5.65   5.36   4.44   4.32   6.25   5.90  26.72  23.41
 2017 343    70   40.58   4.26    0.28  40.58   5.62   5.32   4.44   4.32   5.89   5.55  18.20  12.95
 2017 344    71   39.41  13.75    0.91  36.54   5.61   5.32   4.44   4.31   3.19   3.00  12.25   7.87
 2017 345    72   39.82  13.90    0.94  36.97   5.71   5.41   4.48   4.35   3.65   3.45  14.21   8.83
 2017 346    73   40.43  14.09    0.91  38.64   5.80   5.48   4.48   4.35   5.41   5.10  18.16  11.91
 2017 347    74   40.61  15.59    1.00  37.77   5.84   5.52   4.49   4.35   4.30   4.05  14.53   9.65
 2017 348    75   41.68  13.07    0.86  40.63   5.92   5.59   4.50   4.36   5.65   5.32  18.91  12.26
 2017 349    76   41.79  14.44    0.92  40.22   5.95   5.61   4.50   4.36   7.13   6.70  21.46  17.12
 2017 350    77   41.91  15.82    0.99  39.68   5.96   5.62   4.49   4.35   7.13   6.69  21.57  16.92
 2017 351    78   42.41  15.52    0.97  40.26   5.98   5.62   4.50   4.35   6.94   6.51  23.63  18.45
 2017 352    79   42.91  15.10    0.95  40.89   5.99   5.63   4.50   4.35   6.76   6.32  25.51  21.11
 2017 353    80   43.42  15.00    0.94  41.50   5.97   5.60   4.50   4.34   6.69   6.25  25.96  21.61
 2017 354    81   44.29  14.07    0.91  43.08   5.96   5.59   4.50   4.34   6.91   6.45  23.77  19.93
 2017 355    82   44.95  13.31    0.86  44.07   5.95   5.57   4.49   4.34   6.82   6.36  24.51  21.20
 2017 356    83   45.15  14.16    0.91  44.03   5.93   5.55   4.49   4.33   6.92   6.43  23.35  19.48
 2017 357    84   45.53  14.19    0.92  44.47   5.93   5.54   4.49   4.32   6.93   6.44  23.18  19.04
 2017 358    85   45.34  15.88    1.00  43.44   5.93   5.53   4.48   4.32   6.83   6.34  24.15  19.47
 2017 359    86   45.47  17.22    1.09  43.23   5.93   5.53   4.48   4.32   7.18   6.67  20.67  16.83
 2017 360    87   47.31  11.36    0.75  47.10   5.95   5.55   4.49   4.32   7.19   6.67  20.79  16.18
 2017 361    88   46.15  15.86    1.01  44.41   5.95   5.55   4.48   4.31   6.87   6.37  23.97  19.33
 2017 362    89   46.67  15.12    0.98  45.47   5.95   5.55   4.48   4.31   7.09   6.57  21.91  18.61
 2017 363    90   47.72  12.22    0.81  47.47   5.95   5.54   4.46   4.30   6.29   5.83  17.00  14.46
 2017 364    91   46.84  15.81    1.02  45.54   5.95   5.55   4.46   4.29   6.10   5.65  17.37  12.73
 2017 365    92   46.43  17.72    1.13  44.08   5.98   5.57   4.47   4.30   6.24   5.78  18.74  12.92
 2018 001    93   46.66  17.83    1.14  44.31   6.02   5.60   4.48   4.31   6.28   5.81  18.74  12.92

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:30:37

*RUN   6        : Radiance                  CRGRO048 UFWM1401    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFWM1401 SR 2014 WIMAUMA STRAWBERRY GROWTH AND YIELD ANALYSIS
 DATA PATH      : /data/Strawberry/
 TREATMENT  1   : Radiance                  CRGRO048
  
@YEAR DOY   DAS    LI%D   PHAD   PHAN    LI%N   SLLN   SLHN   N%LN   N%HN   LMLN   LMHN   TGON   TGAV
 2014 274     1    0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  27.53  24.96
 2014 275     2    0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  28.74  25.40
 2014 276     3    0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  28.43  25.10
 2014 277     4    0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  25.11  21.15
 2014 278     5    0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  21.83  17.74
 2014 279     6    0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  23.83  19.35
 2014 280     7    0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  25.99  22.64
 2014 281     8    0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  27.67  23.90
 2014 282     9    0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  27.20  23.50
 2014 283    10    0.28   0.16    0.01   0.25   7.29   7.27   4.59   4.58   6.10   6.09  27.39  23.32
 2014 284    11    3.46   1.77    0.09   3.05   7.27   7.25   4.58   4.57   6.04   6.02  27.87  23.76
 2014 285    12    3.66   1.82    0.10   3.24   7.25   7.23   4.57   4.56   6.07   6.05  27.43  23.47
 2014 286    13    3.83   1.85    0.10   3.41   7.23   7.21   4.56   4.55   6.04   6.03  27.52  23.73
 2014 287    14    4.85   0.94    0.06   4.85   7.22   7.20   4.54   4.54   6.19   6.17  25.91  23.65
 2014 288    15    4.43   1.82    0.10   4.13   7.18   7.16   4.53   4.52   6.35   6.34  23.98  20.17
 2014 289    16    4.24   2.15    0.11   3.70   7.17   7.15   4.52   4.51   6.44   6.42  22.96  19.11
 2014 290    17    4.31   2.22    0.12   3.73   7.15   7.13   4.50   4.49   6.41   6.39  23.15  18.37
 2014 291    18    4.40   2.22    0.12   3.82   7.14   7.13   4.49   4.48   6.37   6.35  23.46  18.34
 2014 292    19    4.58   2.13    0.11   4.04   7.13   7.11   4.48   4.47   6.27   6.25  24.36  19.62
 2014 293    20    4.81   2.04    0.11   4.34   7.10   7.08   4.46   4.46   6.19   6.17  24.90  20.44
 2014 294    21    5.81   1.58    0.09   5.75   6.97   6.95   4.46   4.45   6.05   6.03  25.17  22.17
 2014 295    22    5.55   2.38    0.13   4.96   6.76   6.74   4.45   4.44   5.81   5.79  25.73  22.11
 2014 296    23    6.00   2.85    0.15   5.19   6.61   6.59   4.46   4.45   5.85   5.83  23.94  19.97
 2014 297    24    6.51   3.05    0.16   5.66   6.53   6.51   4.46   4.45   5.86   5.83  23.05  19.12
 2014 298    25    7.00   3.39    0.18   6.05   6.49   6.46   4.45   4.44   5.85   5.82  22.63  18.50
 2014 299    26    7.51   3.62    0.19   6.49   6.47   6.44   4.46   4.44   5.79   5.76  22.95  17.07
 2014 300    27    8.02   3.80    0.20   6.96   6.51   6.47   4.46   4.45   5.76   5.73  23.93  18.56
 2014 301    28    8.68   3.94    0.21   7.51   6.52   6.48   4.46   4.44   5.68   5.65  24.89  20.01
 2014 302    29    9.50   3.61    0.20   8.75   6.48   6.44   4.45   4.44   5.62   5.58  25.27  20.74
 2014 303    30   10.40   3.55    0.21   9.85   6.40   6.36   4.45   4.43   5.58   5.54  24.87  20.89
 2014 304    31   10.71   4.98    0.27   9.67   6.29   6.24   4.44   4.42   5.75   5.70  21.69  19.19
 2014 305    32   11.51   5.28    0.29  10.40   6.20   6.14   4.45   4.42   4.50   4.46  15.27  12.40
 2014 306    33   12.04   5.51    0.31  10.79   6.35   6.29   4.46   4.43   4.41   4.37  15.92  11.37
 2014 307    34   12.59   5.69    0.33  11.41   6.47   6.41   4.46   4.44   5.42   5.36  18.70  13.44
 2014 308    35   13.28   5.46    0.32  12.37   6.53   6.46   4.46   4.44   5.94   5.87  22.09  17.34
 2014 309    36   13.93   5.60    0.32  13.00   6.51   6.44   4.45   4.42   5.77   5.70  23.88  20.20
 2014 310    37   14.92   5.29    0.32  14.32   6.42   6.34   4.45   4.42   5.61   5.54  24.74  20.82
 2014 311    38   15.36   6.75    0.39  14.03   6.32   6.24   4.44   4.41   5.76   5.69  21.84  17.58
 2014 312    39   16.58   5.63    0.35  16.13   6.32   6.23   4.45   4.41   5.82   5.74  21.17  16.64
 2014 313    40   17.83   3.79    0.24  17.83   6.30   6.21   4.44   4.40   5.31   5.23  17.71  15.67
 2014 314    41   17.18   7.86    0.45  15.52   6.27   6.17   4.42   4.38   5.76   5.67  21.24  17.53
 2014 315    42   17.94   8.28    0.47  16.18   6.27   6.17   4.45   4.40   5.81   5.71  20.73  17.03
 2014 316    43   18.72   8.78    0.50  16.78   6.28   6.18   4.45   4.40   5.75   5.65  21.60  16.68
 2014 317    44   19.43   8.63    0.50  17.57   6.32   6.20   4.45   4.41   5.64   5.53  22.04  16.00
 2014 318    45   21.15   5.70    0.36  21.01   6.35   6.23   4.46   4.41   5.55   5.44  18.45  14.99
 2014 319    46   20.62   9.11    0.53  18.75   6.34   6.21   4.44   4.39   5.84   5.72  19.84  15.03
 2014 320    47   21.30   8.59    0.50  19.75   6.37   6.24   4.46   4.40   5.68   5.56  23.38  18.64
 2014 321    48   23.14   5.00    0.32  23.10   6.36   6.22   4.45   4.39   5.61   5.48  24.12  20.46
 2014 322    49   23.69   3.16    0.21  23.69   6.28   6.14   4.43   4.37   4.56   4.45  16.09  11.89
 2014 323    50   23.11   7.87    0.49  22.22   6.27   6.13   4.43   4.37   3.42   3.34  13.24   9.32
 2014 324    51   23.37   8.82    0.54  22.04   6.35   6.20   4.45   4.39   4.42   4.31  15.60  11.44
 2014 325    52   24.05   8.39    0.52  23.19   6.41   6.26   4.46   4.39   5.92   5.76  19.65  15.77
 2014 326    53   25.41   5.69    0.37  25.35   6.40   6.24   4.45   4.38   5.91   5.75  21.01  19.06
 2014 327    54   25.06   8.11    0.50  24.22   6.31   6.15   4.43   4.36   5.43   5.28  25.70  23.07
 2014 328    55   25.79   8.16    0.51  25.01   6.24   6.07   4.43   4.36   5.38   5.22  25.60  23.14
 2014 329    56   27.34   3.82    0.25  27.34   6.17   5.99   4.43   4.35   5.47   5.29  23.82  21.74
 2014 330    57   27.89   5.47    0.36  27.89   6.10   5.91   4.40   4.33   5.21   5.03  18.19  14.08
 2014 331    58   27.05  11.42    0.68  24.63   6.09   5.90   4.42   4.34   4.65   4.50  16.99  12.42
 2014 332    59   27.61  11.30    0.68  25.09   6.15   5.96   4.44   4.36   3.60   3.47  13.49   9.89
 2014 333    60   28.01  11.80    0.71  25.65   6.27   6.07   4.45   4.37   5.18   5.00  18.14  13.33
 2014 334    61   28.51  11.42    0.69  26.48   6.31   6.11   4.46   4.37   5.83   5.62  21.02  16.69
 2014 335    62   29.29  10.40    0.65  27.96   6.32   6.11   4.45   4.36   5.79   5.58  21.56  17.93
 2014 336    63   30.50   8.85    0.57  30.03   6.30   6.08   4.45   4.35   5.78   5.56  21.40  18.99
 2014 337    64   30.67  10.05    0.64  29.68   6.23   6.00   4.44   4.34   5.65   5.42  22.31  19.42
 2014 338    65   30.86  11.57    0.71  29.01   6.18   5.94   4.44   4.34   5.55   5.32  22.91  19.39
 2014 339    66   31.71  10.98    0.69  30.34   6.15   5.90   4.44   4.34   5.55   5.31  22.59  19.84
 2014 340    67   32.22  11.30    0.70  30.61   6.10   5.84   4.44   4.33   5.35   5.11  24.44  21.00
 2014 341    68   34.22   7.18    0.48  34.16   6.06   5.79   4.44   4.33   5.65   5.38  20.22  17.37
 2014 342    69   34.69   4.23    0.28  34.69   6.03   5.76   4.43   4.31   4.74   4.50  16.43  14.72
 2014 343    70   33.46  12.82    0.79  31.45   6.02   5.75   4.41   4.30   4.49   4.27  15.60  12.89
 2014 344    71   33.77  13.29    0.83  31.15   6.08   5.81   4.46   4.34   3.80   3.62  14.83  10.41
 2014 345    72   34.13  13.23    0.83  31.58   6.16   5.88   4.47   4.35   3.72   3.54  14.47  10.12
 2014 346    73   36.18   7.33    0.49  36.16   6.24   5.95   4.48   4.36   3.40   3.23  12.06   9.62
 2014 347    74   34.68  13.97    0.88  32.02   6.27   5.97   4.48   4.36   4.28   4.07  16.18  11.24
 2014 348    75   35.01  13.91    0.88  32.37   6.32   6.02   4.49   4.36   4.27   4.05  16.53  11.18
 2014 349    76   35.35  13.72    0.88  32.71   6.37   6.06   4.49   4.36   4.25   4.03  17.28  11.24
 2014 350    77   35.72  14.05    0.88  33.37   6.42   6.09   4.50   4.37   5.17   4.90  18.32  12.98
 2014 351    78   36.47  12.84    0.82  34.98   6.45   6.11   4.50   4.37   5.78   5.46  19.21  14.63
 2014 352    79   36.34  14.48    0.91  33.88   6.45   6.11   4.50   4.36   4.65   4.39  16.56  11.75
 2014 353    80   36.71  14.66    0.92  34.39   6.49   6.14   4.51   4.37   5.76   5.44  19.12  14.41
 2014 354    81   37.03  14.53    0.90  34.77   6.52   6.17   4.51   4.36   5.97   5.63  21.67  17.02
 2014 355    82   39.04   9.84    0.65  38.75   6.53   6.17   4.51   4.36   5.93   5.58  22.28  18.60
 2014 356    83   39.37   9.64    0.64  39.11   6.51   6.15   4.49   4.34   5.78   5.44  23.73  21.09
 2014 357    84   39.47  10.56    0.69  39.01   6.47   6.10   4.49   4.33   5.67   5.32  24.63  21.82
