*Soil Organic Matter daily output file

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:29:39

*RUN   1        : Radiance                  CRGRO048 UFBA1401    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1401 SR 2014 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  1   : Radiance                  CRGRO048
  
@YEAR DOY   DAS    OMAC    SCDD    SOCD    SC0D    SCTD   SOMCT    LCTD    ONAC    SNDD    SOND    SN0D    SNTD   SOMNT    LNTD
 2017 306    33       0    6250   25579       7   25572   25562    10.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 307    34       0    6250   25579       8   25572   25561    11.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 308    35       0    6249   25580       8   25572   25560    11.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 309    36       0    6249   25581       9   25572   25559    12.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 310    37       0    6249   25582      10   25572   25559    13.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 311    38       0    6249   25583      11   25573   25558    14.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 312    39       0    6249   25584      12   25573   25557    16.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 313    40       0    6248   25586      13   25573   25556    17.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 314    41       0    6248   25587      14   25573   25555    18.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 315    42       0    6248   25589      15   25574   25554    19.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 316    43       0    6248   25590      16   25574   25553    21.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 317    44       0    6248   25592      17   25575   25552    22.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 318    45       0    6247   25594      18   25576   25552    24.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 319    46       0    6247   25596      20   25576   25551    25.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 320    47       0    6247   25598      21   25577   25550    27.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 321    48       0    6247   25600      23   25578   25549    29.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 322    49       0    6246   25603      24   25579   25548    30.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 323    50       0    6246   25605      26   25580   25547    32.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 324    51       0    6246   25608      27   25581   25547    34.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 325    52       0    6246   25610      29   25582   25546    35.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 326    53       0    6246   25614      31   25583   25545    37.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 327    54       0    6246   25618      33   25584   25544    40.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 328    55       0    6245   25622      35   25586   25544    42.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 329    56       0    6245   25626      38   25588   25543    45.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 330    57       0    6245   25628      39   25589   25542    47.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 331    58       0    6245   25632      41   25590   25541    49.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 332    59       0    6245   25635      43   25592   25540    51.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 333    60       0    6244   25640      46   25594   25540    54.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 334    61       0    6244   25644      49   25596   25539    56.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 335    62       0    6244   25649      52   25598   25538    59.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 336    63       0    6244   25654      54   25600   25537    62.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 337    64       0    6244   25659      57   25602   25536    65.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 338    65       0    6243   25664      60   25604   25536    68.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 339    66       0    6243   25670      63   25606   25535    71.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 340    67       0    6243   25675      66   25609   25534    74.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 341    68       0    6243   25681      70   25611   25533    78.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 342    69       0    6243   25688      74   25614   25532    81.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 343    70       0    6242   25694      77   25617   25531    85.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 344    71       0    6242   25698      79   25619   25531    88.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 345    72       0    6242   25700      80   25619   25530    89.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 346    73       0    6242   25702      82   25620   25529    90.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 347    74       0    6242   25706      84   25622   25529    93.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 348    75       0    6242   25709      86   25623   25528    95.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 349    76       0    6242   25713      88   25625   25528    97.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 350    77       0    6241   25721      92   25629   25527   101.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 351    78       0    6241   25728      96   25632   25526   105.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 352    79       0    6241   25736     101   25635   25526   109.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 353    80       0    6241   25744     105   25639   25525   113.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 354    81       0    6241   25753     110   25643   25524   118.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 355    82       0    6241   25761     115   25646   25524   122.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 356    83       0    6240   25770     120   25651   25523   127.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 357    84       0    6240   25780     125   25655   25522   132.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 358    85       0    6240   25789     130   25658   25521   137.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 359    86       0    6240   25798     135   25662   25520   142.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 360    87       0    6240   25806     140   25666   25520   146.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 361    88       0    6239   25814     144   25670   25519   150.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 362    89       0    6239   25823     149   25674   25518   155.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 363    90       0    6239   25833     155   25678   25517   160.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 364    91       0    6239   25841     160   25681   25517   164.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 365    92       0    6239   25847     163   25684   25516   168.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2018 001    93       0    6239   25854     167   25687   25515   171.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:30:23

*RUN   5        : Brilliance                CRGRO048 UFBA1701    2
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1701 SR 2017 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  2   : Brilliance                CRGRO048
  
@YEAR DOY   DAS    OMAC    SCDD    SOCD    SC0D    SCTD   SOMCT    LCTD    ONAC    SNDD    SOND    SN0D    SNTD   SOMNT    LNTD
 2017 273     0       0    6258   25593       0   25593   25593     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 274     1       0    6258   25592       0   25592   25592     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 275     2       0    6257   25591       0   25591   25591     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 276     3       0    6257   25590       0   25590   25590     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 277     4       0    6257   25589       0   25589   25589     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 278     5       0    6257   25588       0   25588   25588     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 279     6       0    6256   25587       0   25587   25587     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 280     7       0    6256   25586       0   25586   25586     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 281     8       0    6256   25585       0   25585   25585     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 282     9       0    6256   25584       0   25584   25584     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 283    10       0    6255   25583       0   25583   25583     0.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 284    11       0    6255   25582       0   25582   25582     0.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 285    12       0    6255   25582       0   25581   25581     0.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 286    13       0    6254   25581       1   25581   25579     1.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 287    14       0    6254   25581       1   25580   25578     1.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 288    15       0    6254   25580       1   25579   25577     1.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 289    16       0    6254   25580       1   25578   25576     2.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 290    17       0    6253   25579       1   25578   25575     2.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 291    18       0    6253   25579       2   25577   25574     2.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 292    19       0    6253   25579       2   25577   25573     3.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 293    20       0    6253   25578       2   25576   25572     3.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 294    21       0    6252   25578       2   25576   25571     4.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 295    22       0    6252   25578       3   25575   25571     4.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 296    23       0    6252   25578       3   25575   25570     5.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 297    24       0    6252   25577       3   25574   25569     5.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 298    25       0    6251   25577       4   25574   25568     6.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 299    26       0    6251   25577       4   25573   25567     6.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 300    27       0    6251   25577       4   25573   25566     7.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 301    28       0    6251   25577       5   25573   25565     7.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 302    29       0    6250   25578       5   25572   25564     8.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 303    30       0    6250   25578       6   25572   25564     8.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 304    31       0    6250   25578       6   25572   25563     9.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 305    32       0    6250   25578       6   25572   25562     9.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 306    33       0    6250   25579       7   25572   25562    10.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 307    34       0    6250   25580       8   25572   25561    11.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 308    35       0    6249   25581       9   25572   25560    12.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 309    36       0    6249   25582       9   25573   25559    13.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 310    37       0    6249   25583      10   25573   25559    14.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 311    38       0    6249   25584      11   25573   25558    15.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 312    39       0    6249   25586      12   25573   25557    16.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 313    40       0    6248   25587      13   25574   25556    17.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 314    41       0    6248   25588      14   25574   25555    19.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 315    42       0    6248   25590      15   25575   25554    20.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 316    43       0    6248   25592      17   25575   25553    22.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 317    44       0    6248   25594      18   25576   25552    23.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 318    45       0    6247   25596      19   25577   25552    25.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 319    46       0    6247   25599      21   25578   25551    27.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 320    47       0    6247   25601      22   25579   25550    28.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 321    48       0    6247   25604      24   25580   25549    30.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 322    49       0    6246   25607      26   25581   25548    32.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 323    50       0    6246   25609      28   25582   25547    34.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 324    51       0    6246   25613      30   25583   25547    36.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 325    52       0    6246   25615      31   25584   25546    38.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 326    53       0    6246   25619      34   25586   25545    40.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 327    54       0    6246   25623      36   25587   25544    42.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 328    55       0    6245   25628      39   25589   25544    45.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 329    56       0    6245   25632      41   25591   25543    48.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 330    57       0    6245   25635      43   25592   25542    50.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 331    58       0    6245   25639      45   25594   25541    52.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 332    59       0    6245   25643      48   25595   25540    55.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 333    60       0    6244   25648      50   25597   25540    57.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 334    61       0    6244   25653      53   25600   25539    60.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 335    62       0    6244   25659      57   25602   25538    63.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 336    63       0    6244   25664      60   25604   25537    66.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 337    64       0    6244   25669      63   25606   25536    69.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 338    65       0    6243   25675      66   25609   25536    73.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 339    66       0    6243   25681      70   25611   25535    76.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 340    67       0    6243   25687      73   25614   25534    80.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 341    68       0    6243   25694      77   25617   25533    83.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 342    69       0    6243   25702      82   25620   25532    87.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 343    70       0    6242   25708      86   25623   25531    91.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 344    71       0    6242   25713      88   25624   25531    93.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 345    72       0    6242   25714      89   25625   25530    95.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 346    73       0    6242   25718      92   25626   25529    96.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 347    74       0    6242   25721      93   25628   25529    99.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 348    75       0    6242   25725      96   25629   25528   101.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 349    76       0    6242   25730      98   25632   25528   103.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 350    77       0    6241   25738     103   25635   25527   107.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 351    78       0    6241   25747     108   25638   25526   111.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 352    79       0    6241   25756     114   25642   25526   116.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 353    80       0    6241   25765     119   25646   25525   120.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 354    81       0    6241   25774     124   25650   25524   125.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 355    82       0    6241   25783     129   25654   25524   130.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 356    83       0    6240   25793     135   25658   25523   135.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 357    84       0    6240   25803     141   25662   25522   140.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 358    85       0    6240   25813     147   25666   25521   144.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 359    86       0    6240   25823     153   25670   25520   149.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 360    87       0    6240   25832     158   25674   25520   154.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 361    88       0    6239   25839     162   25677   25519   158.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 362    89       0    6239   25849     168   25681   25518   163.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 363    90       0    6239   25860     174   25686   25517   168.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 364    91       0    6239   25868     179   25689   25517   172.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2017 365    92       0    6239   25874     183   25692   25516   175.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2018 001    93       0    6239   25881     187   25694   25515   179.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:30:37

*RUN   6        : Radiance                  CRGRO048 UFWM1401    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFWM1401 SR 2014 WIMAUMA STRAWBERRY GROWTH AND YIELD ANALYSIS
 DATA PATH      : /data/Strawberry/
 TREATMENT  1   : Radiance                  CRGRO048
  
@YEAR DOY   DAS    OMAC    SCDD    SOCD    SC0D    SCTD   SOMCT    LCTD    ONAC    SNDD    SOND    SN0D    SNTD   SOMNT    LNTD
 2014 273     0       0    6258   25593       0   25593   25593     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 274     1       0    6258   25592       0   25592   25592     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 275     2       0    6258   25591       0   25591   25591     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 276     3       0    6257   25590       0   25590   25590     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 277     4       0    6257   25589       0   25589   25589     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 278     5       0    6257   25588       0   25588   25588     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 279     6       0    6257   25587       0   25587   25587     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 280     7       0    6256   25587       0   25587   25587     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 281     8       0    6256   25586       0   25586   25586     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 282     9       0    6256   25585       0   25585   25585     0.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 283    10       0    6256   25585       0   25585   25584     0.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 284    11       0    6255   25584       0   25584   25583     0.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 285    12       0    6255   25584       0   25583   25582     0.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 286    13       0    6255   25583       1   25583   25582     1.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 287    14       0    6255   25583       1   25582   25581     1.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 288    15       0    6255   25583       1   25582   25580     1.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 289    16       0    6254   25582       1   25581   25579     2.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 290    17       0    6254   25582       2   25581   25578     2.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 291    18       0    6254   25582       2   25580   25577     3.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 292    19       0    6254   25582       2   25580   25576     3.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 293    20       0    6253   25582       3   25579   25576     3.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 294    21       0    6253   25582       3   25579   25575     4.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 295    22       0    6253   25582       3   25579   25574     4.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 296    23       0    6253   25582       4   25579   25573     5.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 297    24       0    6253   25582       4   25578   25572     5.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 298    25       0    6252   25582       4   25578   25572     6.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 299    26       0    6252   25583       5   25578   25571     7.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 300    27       0    6252   25583       5   25578   25570     7.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 301    28       0    6252   25583       6   25578   25569     8.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 302    29       0    6252   25583       6   25577   25569     8.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 303    30       0    6252   25584       7   25577   25568     9.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 304    31       0    6251   25585       7   25577   25567    10.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 305    32       0    6251   25585       8   25578   25566    11.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 306    33       0    6251   25586       8   25577   25566    11.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 307    34       0    6251   25586       9   25577   25565    12.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 308    35       0    6251   25587       9   25577   25564    13.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 309    36       0    6250   25588      10   25578   25564    14.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 310    37       0    6250   25589      11   25578   25563    15.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 311    38       0    6250   25591      12   25579   25562    16.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 312    39       0    6250   25592      13   25579   25561    17.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 313    40       0    6250   25594      14   25580   25561    18.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 314    41       0    6250   25596      16   25580   25560    20.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 315    42       0    6249   25598      17   25581   25559    21.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 316    43       0    6249   25599      18   25581   25559    22.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 317    44       0    6249   25601      19   25582   25558    24.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 318    45       0    6249   25603      21   25583   25557    25.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 319    46       0    6249   25605      22   25584   25557    27.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 320    47       0    6249   25608      23   25584   25556    28.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 321    48       0    6248   25611      25   25585   25555    30.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 322    49       0    6248   25614      27   25587   25554    32.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 323    50       0    6248   25616      28   25587   25554    33.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 324    51       0    6248   25617      29   25588   25553    34.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 325    52       0    6248   25618      30   25588   25553    35.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 326    53       0    6248   25622      32   25590   25552    37.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 327    54       0    6248   25626      34   25592   25551    40.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 328    55       0    6247   25630      37   25593   25551    42.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 329    56       0    6247   25634      39   25595   25550    45.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 330    57       0    6247   25639      42   25597   25549    48.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 331    58       0    6247   25642      43   25598   25548    49.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 332    59       0    6247   25644      45   25599   25548    51.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 333    60       0    6247   25646      46   25600   25547    52.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 334    61       0    6246   25649      48   25601   25546    54.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 335    62       0    6246   25653      50   25603   25546    57.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 336    63       0    6246   25658      53   25605   25545    60.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 337    64       0    6246   25664      57   25608   25544    63.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 338    65       0    6246   25670      60   25610   25544    66.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 339    66       0    6246   25676      63   25613   25543    69.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 340    67       0    6245   25682      67   25615   25542    73.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 341    68       0    6245   25688      70   25618   25541    76.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 342    69       0    6245   25694      74   25620   25541    79.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 343    70       0    6245   25699      77   25622   25540    82.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 344    71       0    6245   25703      79   25624   25539    84.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 345    72       0    6245   25706      81   25625   25539    86.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 346    73       0    6244   25709      82   25627   25538    88.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 347    74       0    6244   25712      84   25628   25537    90.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 348    75       0    6244   25715      86   25630   25537    92.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 349    76       0    6244   25720      88   25631   25536    95.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 350    77       0    6244   25723      90   25633   25536    97.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2014 351    78       0    6244   25729      93   25636   25535   100.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
